Default_ID,Loan_ID,Customer_ID,Default_Date,Default_Amount,Default_Reason,Recovery_Status,Recovery_Amount,Legal_Action
D007196,L057689,C057689,2021-08-30,67005,Medical Emergency,None,16419,Yes
D007197,L084790,C084790,2023-09-30,55397,Medical Emergency,Partial,16156,Yes
D007198,L079935,C079935,2023-08-19,26786,Other,Partial,17034,No
D007199,L017647,C017647,2022-10-14,44586,Other,None,44332,No
D007200,L087483,C087483,2022-11-16,93582,Job Loss,Full,16244,Yes
D007201,L062643,C062643,2023-04-23,86711,Other,Partial,3397,No
D007202,L026210,C026210,2021-09-19,29725,Job Loss,Full,0,No
D007203,L078207,C078207,2024-09-11,56231,Other,Partial,0,Yes
D007204,L034916,C034916,2024-06-04,29827,Business Failure,Full,0,Yes
D007205,L022923,C022923,2021-03-16,70629,Job Loss,Full,0,Yes
D007206,L035257,C035257,2023-02-14,16396,Medical Emergency,Full,0,Yes
D007207,L080497,C080497,2024-06-05,71466,Business Failure,None,0,No
D007208,L041477,C041477,2021-03-29,21112,Business Failure,Partial,44332,No
D007209,L015843,C015843,2021-11-08,76012,Medical Emergency,Partial,0,Yes
D007210,L066285,C066285,2023-11-14,87457,Medical Emergency,Partial,0,Yes
D007211,L087373,C087373,2024-03-18,21391,Business Failure,Full,10801,Yes
D007212,L019430,C019430,2021-01-13,19434,Job Loss,Full,0,Yes
D007213,L076044,C076044,2022-10-17,24165,Medical Emergency,None,0,Yes
D007214,L081233,C081233,2023-07-16,69225,Other,None,18344,No
D007215,L066145,C066145,2024-03-12,54767,Medical Emergency,None,0,No
D007216,L001081,C001081,2024-09-11,16891,Job Loss,Partial,0,No
D007217,L037812,C037812,2023-06-11,37110,Other,Full,0,Yes
D007218,L006254,C006254,2022-05-21,76332,Job Loss,Partial,0,No
D007219,L063553,C063553,2024-09-01,8017,Business Failure,None,0,Yes
D007220,L036874,C036874,2022-02-21,50322,Job Loss,Full,45706,No
D007221,L078497,C078497,2021-11-02,32015,Other,None,10450,No
D007222,L024785,C024785,2021-04-19,35730,Medical Emergency,Partial,0,Yes
D007223,L069730,C069730,2022-06-20,63994,Medical Emergency,Partial,3708,No
D007224,L067231,C067231,2022-01-16,78547,Job Loss,Partial,0,No
D007225,L089725,C089725,2023-06-17,79293,Job Loss,Partial,25744,No
D007226,L056258,C056258,2024-10-23,93682,Other,Partial,0,Yes
D007227,L073418,C073418,2022-01-23,20887,Business Failure,None,40180,Yes
D007228,L053360,C053360,2021-08-17,25378,Job Loss,Full,0,Yes
D007229,L067921,C067921,2024-10-03,95435,Business Failure,Full,15746,No
D007230,L055232,C055232,2021-10-27,20579,Other,None,0,No
D007231,L081216,C081216,2022-09-25,54489,Medical Emergency,None,0,No
D007232,L057833,C057833,2022-10-24,83114,Other,None,15620,No
D007233,L014995,C014995,2023-06-13,47849,Job Loss,None,0,No
D007234,L035297,C035297,2024-02-02,15063,Other,None,34604,No
D007235,L074527,C074527,2022-08-16,38591,Medical Emergency,None,35612,No
D007236,L035992,C035992,2022-11-25,10865,Medical Emergency,Full,40258,Yes
D007237,L055307,C055307,2021-04-22,86623,Medical Emergency,Full,0,No
D007238,L083873,C083873,2021-07-24,84852,Job Loss,Partial,47168,Yes
D007239,L029862,C029862,2022-12-04,28794,Business Failure,Partial,0,Yes
D007240,L018893,C018893,2023-04-20,75854,Job Loss,None,0,No
D007241,L080611,C080611,2021-03-18,17517,Medical Emergency,Full,37501,Yes
D007242,L023094,C023094,2024-05-04,93297,Medical Emergency,Partial,43439,No
D007243,L079328,C079328,2022-07-29,61863,Medical Emergency,Full,0,No
D007244,L087767,C087767,2022-06-14,31941,Other,None,9643,No
D007245,L043961,C043961,2023-11-01,17092,Business Failure,Full,0,Yes
D007246,L056147,C056147,2024-04-28,83562,Medical Emergency,Full,0,Yes
D007247,L019929,C019929,2024-12-02,47088,Other,Partial,0,Yes
D007248,L046412,C046412,2022-01-30,98499,Other,None,0,No
D007249,L071675,C071675,2021-10-23,31944,Business Failure,Partial,23884,No
D007250,L028373,C028373,2024-12-11,83548,Other,None,0,No
D007251,L072403,C072403,2024-03-23,98420,Medical Emergency,Partial,0,No
D007252,L011364,C011364,2023-06-23,45510,Business Failure,None,0,No
D007253,L039051,C039051,2024-08-31,38852,Other,Partial,19466,Yes
D007254,L061351,C061351,2021-02-02,93450,Business Failure,None,0,No
D007255,L081100,C081100,2021-09-20,10160,Job Loss,Partial,27720,No
D007256,L046089,C046089,2021-10-05,29392,Business Failure,Full,7486,Yes
D007257,L080047,C080047,2024-08-03,17081,Job Loss,Partial,20912,No
D007258,L018962,C018962,2024-04-10,84810,Medical Emergency,Full,0,No
D007259,L062288,C062288,2022-10-28,80780,Medical Emergency,None,47862,Yes
D007260,L007115,C007115,2022-02-20,21705,Medical Emergency,None,0,No
D007261,L026667,C026667,2021-02-08,46393,Business Failure,Partial,0,Yes
D007262,L020471,C020471,2024-08-10,12773,Medical Emergency,None,43148,Yes
D007263,L010564,C010564,2022-06-07,66242,Other,Partial,21259,No
D007264,L030663,C030663,2021-10-28,5793,Business Failure,None,0,Yes
D007265,L041530,C041530,2021-08-24,52713,Job Loss,None,0,Yes
D007266,L059198,C059198,2021-06-25,62168,Job Loss,None,28415,No
D007267,L048878,C048878,2021-12-26,10202,Business Failure,None,15159,No
D007268,L018965,C018965,2024-02-29,81096,Other,Partial,11406,No
D007269,L085321,C085321,2022-04-02,54328,Job Loss,Full,22649,No
D007270,L007226,C007226,2023-03-29,50499,Other,None,0,Yes
D007271,L042909,C042909,2022-04-12,26118,Medical Emergency,Partial,21847,No
D007272,L080139,C080139,2024-05-23,15584,Job Loss,Partial,0,No
D007273,L057549,C057549,2021-12-07,74116,Other,None,18739,Yes
D007274,L000963,C000963,2022-02-18,17375,Business Failure,None,0,No
D007275,L088622,C088622,2021-03-18,43939,Job Loss,None,0,Yes
D007276,L006656,C006656,2023-02-08,93838,Other,Full,7921,No
D007277,L000759,C000759,2024-07-11,44951,Medical Emergency,None,0,No
D007278,L015101,C015101,2023-10-06,89799,Job Loss,Full,26089,Yes
D007279,L085239,C085239,2021-10-11,29998,Other,None,28853,No
D007280,L060994,C060994,2022-03-06,10935,Job Loss,Full,11205,No
D007281,L045108,C045108,2024-04-06,7666,Job Loss,Full,0,Yes
D007282,L047219,C047219,2024-12-07,87509,Medical Emergency,Full,0,No
D007283,L017086,C017086,2022-04-24,75289,Business Failure,None,48885,Yes
D007284,L029918,C029918,2021-03-03,22215,Medical Emergency,Full,27772,No
D007285,L027085,C027085,2022-03-12,47890,Business Failure,Full,45394,No
D007286,L012769,C012769,2021-03-31,81568,Other,Full,46735,No
D007287,L025569,C025569,2021-01-05,18052,Medical Emergency,Partial,0,No
D007288,L077328,C077328,2024-11-04,12342,Job Loss,Full,27516,Yes
D007289,L079437,C079437,2023-10-22,51864,Medical Emergency,Partial,0,No
D007290,L021610,C021610,2022-10-07,89962,Business Failure,Full,0,No
D007291,L024568,C024568,2024-01-24,68681,Other,None,0,Yes
D007292,L044015,C044015,2024-12-13,8933,Business Failure,None,14533,Yes
D007293,L000601,C000601,2022-04-19,80000,Business Failure,Full,0,Yes
D007294,L030799,C030799,2022-08-26,75844,Job Loss,None,0,Yes
D007295,L059252,C059252,2024-05-28,14171,Job Loss,Full,0,No
D007296,L029315,C029315,2023-01-28,82565,Other,Partial,21245,Yes
D007297,L033018,C033018,2023-05-23,58398,Business Failure,Partial,0,No
D007298,L005695,C005695,2021-06-17,40119,Other,None,39356,No
D007299,L033417,C033417,2024-07-02,93813,Other,Partial,0,No
D007300,L000806,C000806,2022-12-30,29018,Other,None,14410,No
D007301,L023260,C023260,2021-02-03,47868,Other,None,13470,Yes
D007302,L034624,C034624,2023-06-26,30560,Other,Partial,0,No
D007303,L088212,C088212,2024-07-01,77780,Other,Partial,0,No
D007304,L082393,C082393,2023-03-16,18717,Other,None,0,Yes
D007305,L006947,C006947,2024-01-02,81176,Job Loss,None,27196,Yes
D007306,L003006,C003006,2024-05-01,49208,Business Failure,Full,0,Yes
D007307,L009898,C009898,2024-05-13,65423,Other,Partial,38159,Yes
D007308,L025438,C025438,2023-03-07,66601,Medical Emergency,Partial,0,No
D007309,L029355,C029355,2022-03-24,92386,Other,None,0,No
D007310,L039749,C039749,2021-12-24,26759,Other,Partial,14955,Yes
D007311,L057394,C057394,2022-01-04,82593,Other,Full,42667,No
D007312,L080097,C080097,2024-04-21,99241,Business Failure,None,26713,No
D007313,L085459,C085459,2021-05-11,82867,Business Failure,Partial,2447,Yes
D007314,L069204,C069204,2023-02-26,58831,Business Failure,Partial,19420,Yes
D007315,L035897,C035897,2023-08-09,40370,Other,Partial,25931,No
D007316,L033434,C033434,2024-11-29,19811,Business Failure,Full,12070,Yes
D007317,L044718,C044718,2024-11-20,93351,Job Loss,None,0,Yes
D007318,L026997,C026997,2021-08-15,41928,Business Failure,Full,29163,Yes
D007319,L085100,C085100,2023-11-29,87820,Business Failure,None,18898,No
D007320,L035882,C035882,2021-04-23,54183,Other,None,0,No
D007321,L083554,C083554,2021-01-25,41998,Other,None,0,No
D007322,L022579,C022579,2022-08-16,30330,Business Failure,Full,0,No
D007323,L050649,C050649,2022-10-04,83908,Medical Emergency,Full,0,No
D007324,L060000,C060000,2024-06-17,66637,Job Loss,None,0,Yes
D007325,L078425,C078425,2023-01-21,73295,Medical Emergency,Full,1579,No
D007326,L087466,C087466,2022-11-04,23633,Medical Emergency,Partial,42711,No
D007327,L047042,C047042,2021-10-03,19404,Medical Emergency,None,30844,Yes
D007328,L011714,C011714,2022-06-27,46109,Medical Emergency,Full,0,No
D007329,L024572,C024572,2024-01-14,39340,Business Failure,None,0,Yes
D007330,L031733,C031733,2023-03-06,82079,Job Loss,Full,0,Yes
D007331,L060755,C060755,2023-11-07,43653,Job Loss,Full,23017,Yes
D007332,L033830,C033830,2024-12-17,62537,Job Loss,Partial,2816,No
D007333,L017795,C017795,2022-11-05,16225,Job Loss,Partial,39991,No
D007334,L086733,C086733,2023-04-10,51702,Medical Emergency,Partial,0,Yes
D007335,L073916,C073916,2024-11-30,52417,Business Failure,None,6257,Yes
D007336,L061173,C061173,2022-04-18,34081,Job Loss,Full,0,Yes
D007337,L016202,C016202,2023-10-05,39132,Medical Emergency,Full,0,No
D007338,L074300,C074300,2021-06-19,92934,Other,None,0,Yes
D007339,L012104,C012104,2022-02-12,50907,Medical Emergency,None,0,Yes
D007340,L014776,C014776,2022-08-03,87785,Business Failure,None,0,No
D007341,L067487,C067487,2024-03-31,55349,Medical Emergency,Partial,36696,Yes
D007342,L008642,C008642,2023-07-29,26499,Business Failure,Full,0,No
D007343,L050463,C050463,2022-12-13,38676,Business Failure,Partial,0,Yes
D007344,L013702,C013702,2023-11-20,62743,Other,Full,0,Yes
D007345,L025209,C025209,2024-08-25,54466,Business Failure,Full,0,No
D007346,L031616,C031616,2021-09-07,27291,Other,None,4902,No
D007347,L047929,C047929,2021-04-24,78703,Business Failure,None,5945,No
D007348,L022318,C022318,2021-06-07,68391,Other,None,12902,Yes
D007349,L087500,C087500,2023-04-04,91011,Medical Emergency,Partial,0,No
D007350,L068505,C068505,2023-06-16,21219,Other,None,0,No
D007351,L044237,C044237,2024-01-22,19307,Business Failure,Partial,3842,No
D007352,L055434,C055434,2024-08-07,40296,Business Failure,Partial,0,Yes
D007353,L088477,C088477,2023-07-04,69014,Job Loss,Full,40958,Yes
D007354,L029269,C029269,2022-09-30,31119,Business Failure,Partial,37810,Yes
D007355,L004394,C004394,2021-12-07,56385,Business Failure,None,0,No
D007356,L015821,C015821,2022-08-13,53085,Medical Emergency,Full,0,No
D007357,L075750,C075750,2023-07-28,29863,Job Loss,Partial,0,Yes
D007358,L055359,C055359,2021-10-27,81045,Other,None,9685,Yes
D007359,L019549,C019549,2022-05-25,10623,Other,None,29120,No
D007360,L071871,C071871,2021-04-05,48885,Business Failure,None,0,Yes
D007361,L038903,C038903,2021-02-25,14120,Medical Emergency,Partial,23153,Yes
D007362,L021716,C021716,2024-10-01,57183,Medical Emergency,Full,16387,Yes
D007363,L076294,C076294,2024-01-27,28437,Business Failure,None,42336,Yes
D007364,L027554,C027554,2023-04-30,57875,Business Failure,Full,48766,Yes
D007365,L055861,C055861,2023-11-29,70193,Job Loss,Full,3013,Yes
D007366,L030930,C030930,2022-01-03,89453,Job Loss,None,0,No
D007367,L060754,C060754,2021-02-12,49802,Job Loss,None,19262,Yes
D007368,L054090,C054090,2021-11-10,31269,Business Failure,Partial,1320,No
D007369,L017428,C017428,2022-04-09,35853,Business Failure,None,0,No
D007370,L067383,C067383,2022-09-15,76776,Other,Full,0,No
D007371,L081644,C081644,2022-08-22,21164,Medical Emergency,Partial,0,No
D007372,L058774,C058774,2022-09-26,5348,Business Failure,Full,0,No
D007373,L015226,C015226,2022-07-05,7497,Job Loss,Partial,0,No
D007374,L023019,C023019,2024-05-13,84897,Job Loss,Full,0,No
D007375,L014772,C014772,2023-07-18,82491,Medical Emergency,Partial,6162,No
D007376,L030623,C030623,2023-12-30,80897,Business Failure,Partial,0,No
D007377,L019028,C019028,2023-06-22,23416,Medical Emergency,Full,1244,No
D007378,L004930,C004930,2023-10-05,95520,Job Loss,Partial,33007,No
D007379,L011680,C011680,2022-09-02,40929,Job Loss,Full,30608,No
D007380,L069973,C069973,2021-01-04,14706,Other,None,0,Yes
D007381,L000243,C000243,2023-06-21,11844,Medical Emergency,Full,32024,Yes
D007382,L055116,C055116,2021-10-01,78256,Medical Emergency,None,0,Yes
D007383,L058026,C058026,2021-12-20,61693,Other,Partial,0,No
D007384,L002888,C002888,2023-08-25,40898,Job Loss,Full,0,Yes
D007385,L012086,C012086,2024-02-10,94602,Other,Full,40454,No
D007386,L088841,C088841,2021-06-27,50820,Job Loss,Full,13462,No
D007387,L006908,C006908,2023-05-11,82534,Business Failure,Full,9110,No
D007388,L067132,C067132,2023-08-19,44811,Business Failure,Full,0,No
D007389,L071385,C071385,2021-08-13,79954,Medical Emergency,None,31312,No
D007390,L068684,C068684,2023-02-27,57717,Medical Emergency,None,38864,Yes
D007391,L083629,C083629,2024-07-09,34217,Job Loss,Partial,0,Yes
D007392,L002309,C002309,2021-11-15,61340,Job Loss,Partial,0,Yes
D007393,L032941,C032941,2021-10-21,70974,Job Loss,None,21548,Yes
D007394,L060899,C060899,2023-12-20,34280,Other,Full,45851,No
D007395,L067535,C067535,2024-01-26,52453,Medical Emergency,Full,17481,No
D007396,L044865,C044865,2021-12-19,82389,Medical Emergency,Full,10132,Yes
D007397,L084680,C084680,2023-06-18,49948,Medical Emergency,None,41270,No
D007398,L073711,C073711,2023-06-23,53118,Job Loss,None,0,Yes
D007399,L040945,C040945,2024-05-10,23354,Business Failure,Full,22178,Yes
D007400,L046597,C046597,2022-06-12,89985,Other,None,0,Yes
D007401,L012596,C012596,2022-01-03,50110,Business Failure,None,1473,No
D007402,L087983,C087983,2023-09-14,71074,Business Failure,Full,0,Yes
D007403,L088683,C088683,2023-09-10,60200,Medical Emergency,Partial,22041,No
D007404,L080186,C080186,2022-04-25,69532,Business Failure,None,47547,Yes
D007405,L011884,C011884,2022-01-19,32430,Job Loss,None,0,No
D007406,L036481,C036481,2023-06-14,54592,Other,Partial,20056,No
D007407,L073770,C073770,2022-11-06,25353,Medical Emergency,Full,0,Yes
D007408,L063537,C063537,2022-08-06,89733,Medical Emergency,Full,0,No
D007409,L078201,C078201,2021-06-01,8266,Business Failure,Partial,39807,Yes
D007410,L064399,C064399,2022-06-09,72949,Other,Partial,0,No
D007411,L044427,C044427,2023-05-25,44063,Medical Emergency,Partial,37769,Yes
D007412,L020454,C020454,2023-06-11,44043,Other,Full,3063,No
D007413,L011647,C011647,2022-07-17,54040,Job Loss,Full,0,Yes
D007414,L032142,C032142,2024-08-27,66919,Medical Emergency,Partial,19172,No
D007415,L055367,C055367,2023-03-14,59073,Other,Partial,0,Yes
D007416,L038975,C038975,2023-11-07,90462,Medical Emergency,Partial,38833,Yes
D007417,L064844,C064844,2023-08-31,15409,Other,None,1723,No
D007418,L007056,C007056,2023-04-02,61854,Job Loss,None,0,Yes
D007419,L018977,C018977,2021-03-25,50535,Medical Emergency,Full,30921,Yes
D007420,L022437,C022437,2023-11-04,85029,Business Failure,Partial,17732,No
D007421,L013717,C013717,2023-02-25,31857,Medical Emergency,None,0,Yes
D007422,L023762,C023762,2021-02-21,63311,Business Failure,Full,21060,No
D007423,L020490,C020490,2023-04-14,54194,Medical Emergency,Partial,0,Yes
D007424,L016598,C016598,2024-05-15,17327,Medical Emergency,Full,0,Yes
D007425,L014325,C014325,2024-10-27,93613,Medical Emergency,Full,0,No
D007426,L011597,C011597,2022-05-04,71978,Other,Partial,0,Yes
D007427,L062798,C062798,2023-10-20,52191,Medical Emergency,Partial,30964,Yes
D007428,L005125,C005125,2024-05-26,52336,Business Failure,Full,24130,Yes
D007429,L021980,C021980,2023-06-24,66146,Business Failure,Full,34377,No
D007430,L034742,C034742,2024-12-28,59679,Job Loss,Partial,24385,No
D007431,L007576,C007576,2022-11-26,44049,Other,None,0,No
D007432,L040163,C040163,2021-06-02,85251,Medical Emergency,Partial,32604,No
D007433,L084588,C084588,2022-04-12,36725,Other,Full,48844,No
D007434,L001115,C001115,2023-03-20,83307,Medical Emergency,Full,0,Yes
D007435,L035331,C035331,2022-07-03,33144,Medical Emergency,None,37733,Yes
D007436,L005845,C005845,2024-07-06,46781,Other,Partial,0,No
D007437,L075087,C075087,2024-11-18,71647,Medical Emergency,Partial,41065,Yes
D007438,L009099,C009099,2022-11-10,87539,Business Failure,None,33829,No
D007439,L038034,C038034,2022-06-24,66020,Medical Emergency,None,14617,No
D007440,L018747,C018747,2021-07-03,36393,Business Failure,Partial,42604,No
D007441,L082490,C082490,2023-09-08,5656,Medical Emergency,Partial,46788,Yes
D007442,L064402,C064402,2024-05-24,81530,Job Loss,Partial,6528,Yes
D007443,L032257,C032257,2021-10-09,95826,Medical Emergency,Partial,24064,Yes
D007444,L084414,C084414,2022-06-11,56792,Business Failure,Partial,10477,Yes
D007445,L086884,C086884,2023-03-28,58268,Medical Emergency,None,5470,No
D007446,L082043,C082043,2021-04-07,28799,Other,None,0,Yes
D007447,L052362,C052362,2024-03-13,69260,Medical Emergency,Full,0,Yes
D007448,L085581,C085581,2022-10-19,46816,Other,Full,0,No
D007449,L033794,C033794,2022-12-15,33396,Job Loss,None,47174,Yes
D007450,L054675,C054675,2024-03-28,86646,Medical Emergency,Partial,0,No
D007451,L058769,C058769,2022-06-12,13396,Medical Emergency,Full,0,Yes
D007452,L011576,C011576,2024-02-11,77940,Job Loss,Full,15595,Yes
D007453,L027557,C027557,2024-04-30,68256,Business Failure,Partial,0,No
D007454,L079298,C079298,2023-09-03,54043,Other,Full,47009,Yes
D007455,L078217,C078217,2024-07-27,97066,Other,None,0,No
D007456,L000636,C000636,2024-04-10,60209,Other,Partial,0,No
D007457,L009310,C009310,2021-12-01,34696,Business Failure,None,0,Yes
D007458,L014167,C014167,2023-08-03,14490,Job Loss,None,30544,No
D007459,L070869,C070869,2024-03-11,26498,Medical Emergency,Partial,33300,Yes
D007460,L019325,C019325,2024-06-16,78364,Other,None,0,Yes
D007461,L041930,C041930,2023-10-22,39942,Business Failure,Full,0,No
D007462,L001716,C001716,2024-07-19,45930,Job Loss,Partial,0,Yes
D007463,L013747,C013747,2024-08-30,36058,Medical Emergency,Partial,43985,No
D007464,L051795,C051795,2021-07-06,34851,Other,Partial,0,Yes
D007465,L078933,C078933,2024-09-12,24329,Business Failure,Full,0,Yes
D007466,L013405,C013405,2021-04-06,35708,Other,Full,0,No
D007467,L054960,C054960,2021-12-11,61712,Business Failure,Partial,6639,No
D007468,L067863,C067863,2024-12-23,74559,Business Failure,Partial,0,No
D007469,L057917,C057917,2023-09-12,65775,Job Loss,Partial,0,Yes
D007470,L076181,C076181,2021-09-04,87880,Medical Emergency,None,0,No
D007471,L007132,C007132,2024-11-18,78193,Business Failure,None,0,No
D007472,L019188,C019188,2022-11-29,57107,Business Failure,Full,0,Yes
D007473,L030593,C030593,2022-06-20,49298,Business Failure,None,0,No
D007474,L041607,C041607,2024-02-21,66475,Other,Full,0,No
D007475,L070245,C070245,2022-03-14,32971,Other,Full,43583,Yes
D007476,L013120,C013120,2023-04-01,68614,Other,Partial,0,Yes
D007477,L060420,C060420,2022-06-29,67734,Job Loss,Partial,34473,No
D007478,L037530,C037530,2024-04-16,88450,Medical Emergency,Partial,0,No
D007479,L029845,C029845,2023-10-12,62765,Other,Partial,9545,No
D007480,L050658,C050658,2024-01-05,44639,Business Failure,Partial,0,No
D007481,L007748,C007748,2024-07-26,98791,Business Failure,Full,0,Yes
D007482,L081063,C081063,2022-06-03,25972,Job Loss,Partial,42045,Yes
D007483,L017031,C017031,2021-10-22,47902,Job Loss,Partial,0,No
D007484,L055218,C055218,2022-12-03,54449,Job Loss,Full,17218,Yes
D007485,L089461,C089461,2022-10-09,46437,Job Loss,None,37037,No
D007486,L000765,C000765,2023-10-14,40598,Medical Emergency,Partial,0,No
D007487,L012093,C012093,2022-12-29,75819,Medical Emergency,None,27016,No
D007488,L082069,C082069,2024-05-13,49478,Business Failure,Full,0,No
D007489,L045686,C045686,2021-09-06,84536,Other,Full,0,No
D007490,L051573,C051573,2021-01-23,82590,Medical Emergency,Partial,0,No
D007491,L061488,C061488,2022-09-30,29470,Business Failure,Full,12531,No
D007492,L070966,C070966,2021-10-27,86516,Job Loss,Partial,0,No
D007493,L057784,C057784,2024-02-26,82415,Business Failure,None,0,No
D007494,L037268,C037268,2021-03-10,42526,Business Failure,Partial,42581,No
D007495,L031111,C031111,2024-01-22,58143,Medical Emergency,None,27854,No
D007496,L086095,C086095,2021-05-21,62725,Job Loss,Full,0,No
D007497,L043997,C043997,2024-05-24,59874,Job Loss,None,46420,No
D007498,L067563,C067563,2024-07-17,47955,Job Loss,None,45585,No
D007499,L053405,C053405,2023-03-20,91888,Medical Emergency,Partial,22164,No
D007500,L010658,C010658,2024-10-07,5348,Medical Emergency,Full,24054,No
D007501,L024973,C024973,2023-05-26,17334,Business Failure,None,0,Yes
D007502,L069914,C069914,2024-05-13,31645,Medical Emergency,Partial,0,No
D007503,L078353,C078353,2023-09-26,57872,Medical Emergency,Partial,0,No
D007504,L004705,C004705,2021-03-30,40040,Medical Emergency,Full,0,No
D007505,L009177,C009177,2021-11-20,91735,Business Failure,None,0,No
D007506,L032640,C032640,2023-04-11,55658,Other,Full,0,No
D007507,L015168,C015168,2024-01-30,9668,Medical Emergency,Full,0,No
D007508,L012224,C012224,2022-05-17,79922,Job Loss,Full,19689,No
D007509,L016427,C016427,2022-05-30,98093,Job Loss,Full,44005,No
D007510,L025373,C025373,2024-01-30,40432,Medical Emergency,Full,34317,No
D007511,L060116,C060116,2022-06-12,95194,Job Loss,Full,0,No
D007512,L068471,C068471,2024-03-28,79670,Medical Emergency,Partial,12046,No
D007513,L048087,C048087,2023-03-16,21309,Other,None,0,Yes
D007514,L022028,C022028,2021-08-27,25404,Medical Emergency,Partial,47487,Yes
D007515,L013462,C013462,2022-04-23,52948,Medical Emergency,None,2873,Yes
D007516,L075335,C075335,2023-07-17,43146,Other,Partial,0,No
D007517,L008230,C008230,2021-01-26,68808,Job Loss,Full,0,No
D007518,L072777,C072777,2024-08-10,53127,Other,Partial,0,No
D007519,L017261,C017261,2022-06-04,37649,Business Failure,Full,33766,Yes
D007520,L035685,C035685,2023-05-08,71901,Other,Partial,0,Yes
D007521,L032381,C032381,2024-05-20,6267,Business Failure,None,20315,Yes
D007522,L060210,C060210,2022-06-24,8147,Job Loss,None,7558,No
D007523,L018870,C018870,2023-04-23,25582,Other,Partial,44692,No
D007524,L038418,C038418,2022-04-22,24244,Other,Partial,0,No
D007525,L064866,C064866,2024-04-15,13552,Business Failure,Partial,27141,Yes
D007526,L087111,C087111,2023-09-19,94000,Business Failure,Full,48767,Yes
D007527,L027217,C027217,2023-01-09,83271,Other,None,0,Yes
D007528,L001160,C001160,2023-05-18,91543,Medical Emergency,Partial,36261,Yes
D007529,L045741,C045741,2022-02-17,24713,Job Loss,Full,0,No
D007530,L082975,C082975,2022-09-09,30741,Other,Full,48894,No
D007531,L052142,C052142,2021-02-24,5438,Job Loss,None,38273,No
D007532,L008705,C008705,2022-09-06,41099,Business Failure,Partial,0,Yes
D007533,L083291,C083291,2024-01-31,53475,Job Loss,Partial,0,Yes
D007534,L005049,C005049,2021-11-21,5468,Other,Full,24955,Yes
D007535,L027330,C027330,2024-07-10,26058,Medical Emergency,Full,1238,No
D007536,L073910,C073910,2021-10-06,15024,Medical Emergency,None,26465,Yes
D007537,L067414,C067414,2022-04-22,22586,Other,Partial,49806,Yes
D007538,L030557,C030557,2024-10-18,15630,Other,Partial,0,No
D007539,L083639,C083639,2024-05-24,33842,Job Loss,Full,43544,Yes
D007540,L053354,C053354,2024-10-26,47135,Medical Emergency,Full,0,Yes
D007541,L070843,C070843,2021-01-14,31162,Job Loss,Full,20250,Yes
D007542,L073745,C073745,2023-04-20,6803,Business Failure,Full,10758,No
D007543,L031465,C031465,2021-03-04,43296,Medical Emergency,Partial,13253,No
D007544,L085555,C085555,2021-01-29,19250,Job Loss,Full,2855,No
D007545,L052978,C052978,2022-12-26,35036,Job Loss,None,7593,No
D007546,L051019,C051019,2023-02-08,71549,Other,Partial,15692,No
D007547,L059149,C059149,2023-09-20,31181,Medical Emergency,Full,21985,Yes
D007548,L058269,C058269,2023-11-09,44282,Medical Emergency,Partial,0,No
D007549,L010784,C010784,2024-12-23,62398,Other,Full,0,Yes
D007550,L088253,C088253,2023-08-15,14928,Business Failure,Full,0,Yes
D007551,L078203,C078203,2021-11-09,45379,Other,None,31771,No
D007552,L017653,C017653,2022-05-31,87450,Other,Partial,0,Yes
D007553,L064914,C064914,2023-04-08,65360,Business Failure,None,28505,No
D007554,L057827,C057827,2021-01-31,72687,Medical Emergency,None,11254,No
D007555,L047152,C047152,2022-05-06,31780,Business Failure,Partial,0,Yes
D007556,L042842,C042842,2022-07-12,21381,Other,None,0,Yes
D007557,L072245,C072245,2023-01-01,89284,Business Failure,Partial,0,No
D007558,L026648,C026648,2021-12-12,53483,Business Failure,None,38979,No
D007559,L065237,C065237,2022-01-22,81286,Medical Emergency,Full,17740,No
D007560,L044378,C044378,2021-12-31,73113,Medical Emergency,Partial,0,No
D007561,L081381,C081381,2022-12-25,28250,Business Failure,None,6978,Yes
D007562,L084311,C084311,2024-04-03,72755,Job Loss,Full,32666,Yes
D007563,L043439,C043439,2021-02-23,48291,Other,Partial,0,No
D007564,L029947,C029947,2021-06-06,85266,Business Failure,Full,0,Yes
D007565,L024975,C024975,2024-11-19,73645,Job Loss,Full,1020,No
D007566,L001863,C001863,2022-06-18,71191,Other,Partial,0,Yes
D007567,L048522,C048522,2022-02-05,61093,Business Failure,Partial,0,No
D007568,L077642,C077642,2024-12-21,49526,Business Failure,Full,11017,Yes
D007569,L031214,C031214,2022-02-24,39424,Business Failure,Full,35355,No
D007570,L080415,C080415,2024-02-24,6181,Other,Full,0,Yes
D007571,L044273,C044273,2022-12-09,40034,Job Loss,Full,0,No
D007572,L080999,C080999,2021-08-19,44707,Job Loss,Full,0,No
D007573,L081714,C081714,2021-02-05,60187,Business Failure,Full,26828,No
D007574,L020774,C020774,2024-12-25,28832,Other,Full,5215,No
D007575,L043161,C043161,2023-07-08,73169,Job Loss,None,38827,Yes
D007576,L026338,C026338,2021-06-01,7168,Job Loss,Full,24655,Yes
D007577,L088131,C088131,2024-12-14,40572,Medical Emergency,Partial,0,No
D007578,L036417,C036417,2021-02-05,58689,Other,Partial,16869,Yes
D007579,L079825,C079825,2023-10-22,11390,Other,Full,0,No
